time (seconds),encoderLeft (meters),encoderRight (meters)
47.199,1.9294532537460327,1.629430890083313
47.302,1.9344520568847656,1.6344295740127563
47.402,1.939450979232788,1.6394282579421997
47.502,1.944449782371521,1.6444270610809326
47.602,1.949448585510254,1.6494256258010864
47.701,1.9544475078582764,1.6544244289398193
47.804,1.9594463109970093,1.6594231128692627
47.902,1.9644451141357422,1.664421796798706
48.002,1.9694440364837646,1.669420599937439
48.102,1.9744428396224976,1.6744191646575928
48.202,1.9794416427612305,1.6794179677963257
48.301,1.9844404458999634,1.684416651725769
48.397,1.9894393682479858,1.6894153356552124
48.504,1.9944381713867188,1.6944140195846558
48.602,1.9994369745254517,1.6994127035140991
48.702,2.0044357776641846,1.704411506652832
48.804,2.009434700012207,1.7094101905822754
48.903,2.0144336223602295,1.7144088745117188
48.999,2.019432306289673,1.719407558441162
49.101,2.0244312286376953,1.724406361579895
49.202,2.0294301509857178,1.7294050455093384
49.3,2.034428834915161,1.7344037294387817
49.402,2.0394277572631836,1.739402413368225
49.502,2.044426679611206,1.7444010972976685
49.602,2.0494253635406494,1.7493997812271118
49.703,2.054424285888672,1.7543985843658447
49.798,2.059373140335083,1.7593474388122559
49.902,2.059349775314331,1.7593733072280884
50.001,2.0569255352020264,1.7618952989578247
50.102,2.061920404434204,1.7668933868408203
50.201,2.0669190883636475,1.7718920707702637
50.301,2.07191801071167,1.776890754699707
50.398,2.0769166946411133,1.7818894386291504
50.501,2.0819156169891357,1.7868881225585938
50.602,2.086914539337158,1.7918869256973267
50.7,2.0919134616851807,1.79688560962677
50.801,2.096912145614624,1.8018842935562134
50.9,2.1019110679626465,1.8068830966949463
51.002,2.106909990310669,1.8118816614151
51.1,2.1119086742401123,1.816880464553833
51.202,2.1169075965881348,1.8218791484832764
51.302,2.121906280517578,1.8268778324127197
51.4,2.1269052028656006,1.831876516342163
51.502,2.131904125213623,1.8368752002716064
51.602,2.1369028091430664,1.8418738842010498
51.702,2.141901731491089,1.8468725681304932
51.802,2.1469006538391113,1.851871371269226
51.899,2.1518993377685547,1.8568700551986694
52.002,2.156898260116577,1.8618687391281128
52.102,2.1618969440460205,1.8668674230575562
